Image,Letter,Landmarks 
000725.png,A,"0.6958118081092834,0.590892493724823,-5.265868026071985e-07,0.6848516464233398,0.4862097501754761,-0.05162925645709038,0.6054918766021729,0.40193867683410645,-0.06800480931997299,0.5219603776931763,0.37003985047340393,-0.07709095627069473,0.45813608169555664,0.3474142551422119,-0.08089737594127655,0.4912591576576233,0.4143379330635071,-0.04512988030910492,0.49089252948760986,0.4243289828300476,-0.1017080619931221,0.5595573782920837,0.4613834619522095,-0.1321537047624588,0.6120361685752869,0.491580069065094,-0.1417221873998642,0.4678216576576233,0.49044308066368103,-0.03344007208943367,0.4932774305343628,0.5119426250457764,-0.09074777364730835,0.5695352554321289,0.5338890552520752,-0.10604821890592575,0.6241663098335266,0.5465493202209473,-0.1021713837981224,0.46887609362602234,0.5678432583808899,-0.03033584915101528,0.5052413940429688,0.5935868620872498,-0.08415929228067398,0.5801375508308411,0.5984255075454712,-0.08285380899906158,0.6311559677124023,0.5977349281311035,-0.06691095978021622,0.484589546918869,0.644440770149231,-0.031648147851228714,0.5200554132461548,0.6608870029449463,-0.07212629169225693,0.5786972641944885,0.658056914806366,-0.07551156729459763,0.6150845885276794,0.645771324634552,-0.06479062885046005"
000726.png,A,"0.7048738598823547,0.5355703830718994,-4.0960264868772356e-07,0.6762607097625732,0.4289071559906006,-0.025719575583934784,0.5895404815673828,0.3631274402141571,-0.03271256759762764,0.5143977403640747,0.3513118624687195,-0.03931299224495888,0.4545060694217682,0.3441401720046997,-0.04162456467747688,0.4722421169281006,0.4209529161453247,-0.013621247373521328,0.47566312551498413,0.38161295652389526,-0.056826505810022354,0.543245255947113,0.400738924741745,-0.07983651757240295,0.5993544459342957,0.42502671480178833,-0.08438421785831451,0.46074897050857544,0.49494001269340515,-0.011016743257641792,0.49641671776771545,0.4534916877746582,-0.05407295376062393,0.5694735050201416,0.46725010871887207,-0.06460899859666824,0.625536322593689,0.4798351526260376,-0.05849452316761017,0.47171634435653687,0.5653495192527771,-0.014691123738884926,0.5205408334732056,0.5271472334861755,-0.057917870581150055,0.5926896929740906,0.5300982594490051,-0.05761326476931572,0.6450834274291992,0.5351501107215881,-0.04298289865255356,0.4967045783996582,0.6321139931678772,-0.020612647756934166,0.5438675880432129,0.5958759784698486,-0.052496735006570816,0.6054672598838806,0.5809106230735779,-0.0543614886701107,0.6476545929908752,0.5719416737556458,-0.043462712317705154"
000727.png,A,"0.7064886689186096,0.4364383816719055,-2.2117603748483816e-07,0.6551625728607178,0.3565175533294678,-0.02960352413356304,0.5457740426063538,0.3215046525001526,-0.03366776555776596,0.46527421474456787,0.34621721506118774,-0.03833887726068497,0.4127069413661957,0.3812379837036133,-0.038676660507917404,0.4750634729862213,0.4210129678249359,-0.0029215291142463684,0.4320521652698517,0.41858407855033875,-0.049416907131671906,0.49720579385757446,0.40302008390426636,-0.07471352815628052,0.555445671081543,0.390320748090744,-0.08083327114582062,0.4876382350921631,0.49821779131889343,-0.0026669923681765795,0.45754897594451904,0.49550333619117737,-0.05895012244582176,0.5347762107849121,0.45575666427612305,-0.07635769248008728,0.5926297307014465,0.4299841523170471,-0.07122626155614853,0.5122066140174866,0.566067636013031,-0.010213712230324745,0.49377721548080444,0.5606430768966675,-0.06912766396999359,0.575275719165802,0.5102708339691162,-0.06693580001592636,0.6292880177497864,0.48409050703048706,-0.04655900225043297,0.5465950965881348,0.6279988884925842,-0.019468817859888077,0.5264949202537537,0.6180239319801331,-0.06346146762371063,0.5849417448043823,0.5732965469360352,-0.0607832595705986,0.6248378753662109,0.5419461727142334,-0.04442209377884865"
000728.png,A,"0.733512282371521,0.47842931747436523,-5.969187100163253e-07,0.6725326776504517,0.3787386119365692,-0.039124660193920135,0.564723014831543,0.33404621481895447,-0.04679454490542412,0.48123258352279663,0.34896817803382874,-0.05185871571302414,0.41599416732788086,0.37038010358810425,-0.053510893136262894,0.4925534725189209,0.41027966141700745,-0.0043678805232048035,0.4400451183319092,0.4201726019382477,-0.04594545066356659,0.5046918988227844,0.42603689432144165,-0.07281091064214706,0.5652342438697815,0.42657747864723206,-0.08126773685216904,0.5021378993988037,0.4918714761734009,0.004151389002799988,0.4589992165565491,0.5085760354995728,-0.04314866662025452,0.5397607088088989,0.4965052604675293,-0.05927477777004242,0.6056810617446899,0.47630399465560913,-0.054546553641557693,0.5214046835899353,0.5661457777023315,0.004184798803180456,0.4854152202606201,0.5820649862289429,-0.04555259272456169,0.5694271922111511,0.5552088022232056,-0.04251563549041748,0.6329029202461243,0.5281128287315369,-0.022749129682779312,0.5482566356658936,0.6319801211357117,0.0014965108130127192,0.518675684928894,0.6421173810958862,-0.03562019765377045,0.5823410749435425,0.6135628819465637,-0.02948232926428318,0.629279375076294,0.5876911282539368,-0.011132797226309776"
000729.png,A,"0.7353346943855286,0.43356695771217346,-4.884325335297035e-07,0.6628042459487915,0.348609983921051,-0.02386166714131832,0.5611201524734497,0.33571380376815796,-0.0313376747071743,0.4804575741291046,0.3635496199131012,-0.039912667125463486,0.4146471917629242,0.3856472373008728,-0.04285699129104614,0.4685063362121582,0.43355223536491394,-0.0073053669184446335,0.4464001953601837,0.37624701857566833,-0.05355338752269745,0.5146680474281311,0.35946226119995117,-0.07948575913906097,0.5708190202713013,0.3613014221191406,-0.08606284111738205,0.4714199900627136,0.5072457194328308,-0.006824244745075703,0.4761078357696533,0.43703246116638184,-0.05289736017584801,0.5563163161277771,0.4189907908439636,-0.061916474252939224,0.6154064536094666,0.41101276874542236,-0.05359240248799324,0.49267271161079407,0.5701624155044556,-0.01359937246888876,0.5140929222106934,0.4957740008831024,-0.05991925671696663,0.591823399066925,0.4717109203338623,-0.05569758638739586,0.6482675671577454,0.45812228322029114,-0.036232709884643555,0.5275572538375854,0.624627411365509,-0.02318893000483513,0.5499370694160461,0.553091287612915,-0.05623651295900345,0.605031430721283,0.5110266208648682,-0.055572886019945145,0.644648015499115,0.4877415895462036,-0.041804973036050797"
000730.png,A,"0.6416538953781128,0.6332648992538452,-5.28015505096846e-07,0.6532222628593445,0.5258015990257263,-0.06002207100391388,0.6286871433258057,0.41871482133865356,-0.09857437759637833,0.58463054895401,0.3627520203590393,-0.13058848679065704,0.5359324216842651,0.3433650732040405,-0.15950605273246765,0.5204622745513916,0.44701340794563293,-0.0778636634349823,0.5478981137275696,0.4032149016857147,-0.13784761726856232,0.5741334557533264,0.43244999647140503,-0.17725291848182678,0.590134859085083,0.477418452501297,-0.19833099842071533,0.4793914556503296,0.5062950849533081,-0.06915299594402313,0.5215371251106262,0.48625966906547546,-0.13182704150676727,0.5673037767410278,0.5358613133430481,-0.16179993748664856,0.6052516102790833,0.587149977684021,-0.17523616552352905,0.4532603919506073,0.5685367584228516,-0.06604944169521332,0.49924027919769287,0.5632291436195374,-0.1274537891149521,0.5541474223136902,0.6089039444923401,-0.1460501253604889,0.5975515842437744,0.6559026837348938,-0.14748837053775787,0.4432517886161804,0.6410579681396484,-0.06734191626310349,0.48629504442214966,0.6409632563591003,-0.11256434768438339,0.538157045841217,0.6666059494018555,-0.12574686110019684,0.5761219263076782,0.6967359185218811,-0.1266479194164276"
000731.png,A,"0.6827642917633057,0.6456261873245239,-6.19719173755584e-07,0.6825723648071289,0.5269962549209595,-0.03871886059641838,0.6213417649269104,0.4232766032218933,-0.05232904851436615,0.5552606582641602,0.37369871139526367,-0.061911556869745255,0.504396378993988,0.32589471340179443,-0.06689125299453735,0.4977332055568695,0.41148385405540466,-0.03243293985724449,0.5312585830688477,0.39766132831573486,-0.0811697393655777,0.5857906341552734,0.44963735342025757,-0.1106385663151741,0.6210407614707947,0.49259352684020996,-0.121541328728199,0.46403196454048157,0.48030975461006165,-0.025428298860788345,0.5315793752670288,0.4818865954875946,-0.0688847154378891,0.5956810712814331,0.5305514335632324,-0.07934974879026413,0.6336509585380554,0.5618661046028137,-0.07632429152727127,0.45534682273864746,0.5562938451766968,-0.02557520568370819,0.5304998755455017,0.5644981861114502,-0.06636311113834381,0.5925308465957642,0.5937114953994751,-0.06311952322721481,0.6292397379875183,0.6082984209060669,-0.04995831474661827,0.4627974331378937,0.6343279480934143,-0.02975643053650856,0.5263980627059937,0.6434090733528137,-0.058545343577861786,0.5840747356414795,0.6526750922203064,-0.05764120817184448,0.6156235933303833,0.6518541574478149,-0.04663915932178497"
000732.png,A,"0.6662852168083191,0.6494318842887878,-6.864528927508218e-07,0.6713070869445801,0.5410217642784119,-0.047751788049936295,0.6256035566329956,0.43386363983154297,-0.06905149668455124,0.5671283602714539,0.37566423416137695,-0.08375879377126694,0.5185487270355225,0.3410800099372864,-0.09454032778739929,0.4968169629573822,0.40137338638305664,-0.052232783287763596,0.5412582755088806,0.4164736270904541,-0.1047930046916008,0.5917884707450867,0.4788162410259247,-0.13805601000785828,0.6223089098930359,0.5252270102500916,-0.1524551510810852,0.4618527591228485,0.46819236874580383,-0.042444027960300446,0.537315309047699,0.5053041577339172,-0.09346074610948563,0.5964022874832153,0.5609403848648071,-0.10888349264860153,0.6371039152145386,0.5945631861686707,-0.10865509510040283,0.4506710171699524,0.5423269271850586,-0.039017096161842346,0.5309152007102966,0.5846626162528992,-0.0839734897017479,0.5878693461418152,0.6182029247283936,-0.08305258303880692,0.6264440417289734,0.6359400153160095,-0.07102333754301071,0.4553651511669159,0.6181100010871887,-0.040455520153045654,0.5201377868652344,0.6546962857246399,-0.072835274040699,0.5736197829246521,0.667518138885498,-0.07391553372144699,0.6041886210441589,0.6650100350379944,-0.06366972625255585"
000733.png,A,"0.6994078755378723,0.5836443305015564,-1.7421120901417453e-07,0.6671888828277588,0.44972288608551025,-0.02030276320874691,0.5867804288864136,0.38758769631385803,-0.0424635224044323,0.514185905456543,0.3641902208328247,-0.06494393944740295,0.4611985683441162,0.32977092266082764,-0.08316199481487274,0.49641358852386475,0.4257223606109619,-0.0655953586101532,0.5165267586708069,0.369473397731781,-0.12989488244056702,0.5778728127479553,0.40829789638519287,-0.15395882725715637,0.6197234988212585,0.44911521673202515,-0.1600753366947174,0.484295129776001,0.4940834045410156,-0.07923920452594757,0.5255727767944336,0.4390336871147156,-0.1478341519832611,0.5938491225242615,0.4729377031326294,-0.15084268152713776,0.641045868396759,0.5030036568641663,-0.1406141072511673,0.49250006675720215,0.5613347291946411,-0.09761480987071991,0.54674232006073,0.5179761052131653,-0.15900050103664398,0.6122714281082153,0.5406553745269775,-0.13863186538219452,0.6512851715087891,0.5594826340675354,-0.11243215948343277,0.5066715478897095,0.6254451870918274,-0.11797816306352615,0.559905469417572,0.5876861810684204,-0.1615292876958847,0.6189931035041809,0.5940612554550171,-0.1522855907678604,0.6510705947875977,0.5960586667060852,-0.13506540656089783"
000734.png,A,"0.7020674347877502,0.5310855507850647,-2.9583691230072873e-07,0.6730875372886658,0.4280087947845459,-0.0300300233066082,0.5800071954727173,0.3588967025279999,-0.033114392310380936,0.49816441535949707,0.3552960157394409,-0.03556706756353378,0.4397176504135132,0.35866639018058777,-0.03487783670425415,0.49530938267707825,0.4165201783180237,0.0005062379059381783,0.46004143357276917,0.39582765102386475,-0.04106023162603378,0.5229784846305847,0.41460520029067993,-0.06454280018806458,0.5826796889305115,0.4333512783050537,-0.07001126557588577,0.48531097173690796,0.4941527843475342,0.0033974286634474993,0.4586438536643982,0.4805755913257599,-0.043661560863256454,0.5370094180107117,0.48506084084510803,-0.059037838131189346,0.6019079685211182,0.48789551854133606,-0.053509749472141266,0.4911561906337738,0.5711004137992859,-0.001279269577935338,0.4725000560283661,0.5623165369033813,-0.05411103740334511,0.5621582269668579,0.5563730001449585,-0.05200185999274254,0.6245684623718262,0.5527001619338989,-0.03246820718050003,0.5109825730323792,0.6463809013366699,-0.007464677095413208,0.4981556534767151,0.6367113590240479,-0.051191411912441254,0.5669623613357544,0.6190568804740906,-0.049296583980321884,0.6146193742752075,0.6041128635406494,-0.0328952893614769"
000735.png,A,"0.6855969429016113,0.673708438873291,-9.422539619663439e-07,0.6859384179115295,0.5524150133132935,-0.04503066465258598,0.6259808540344238,0.4370705485343933,-0.06356538087129593,0.5583358407020569,0.37549638748168945,-0.07663633674383163,0.500114381313324,0.331928551197052,-0.0859210416674614,0.5102784037590027,0.4143024682998657,-0.0359780453145504,0.5270710587501526,0.40789222717285156,-0.08195913583040237,0.5738667249679565,0.4687611162662506,-0.11413886398077011,0.6110965013504028,0.5171957015991211,-0.1295783668756485,0.46757179498672485,0.47948652505874634,-0.026221783831715584,0.518144965171814,0.4939085841178894,-0.06970469653606415,0.5787637829780579,0.5540786981582642,-0.08674205839633942,0.621605396270752,0.5882735848426819,-0.09040255099534988,0.44957736134529114,0.5524764060974121,-0.02348122000694275,0.5074644088745117,0.5678366422653198,-0.06306230276823044,0.566413402557373,0.613525390625,-0.0669744685292244,0.6090537905693054,0.6411128044128418,-0.06050335243344307,0.44688573479652405,0.6270275712013245,-0.025398386642336845,0.5013605356216431,0.644740104675293,-0.05177850276231766,0.555834174156189,0.6686092019081116,-0.0554516464471817,0.5885865688323975,0.6803516149520874,-0.050043776631355286"
000736.png,A,"0.7088345885276794,0.6012352705001831,-3.983647047789418e-07,0.6897987723350525,0.4796239137649536,-0.0313134640455246,0.6016255021095276,0.39524728059768677,-0.04097690060734749,0.5210728645324707,0.3640100955963135,-0.048934195190668106,0.460771381855011,0.3294599652290344,-0.051086511462926865,0.49901247024536133,0.4045405983924866,-0.025353949517011642,0.4985969066619873,0.37211400270462036,-0.07396882772445679,0.5624001026153564,0.41713985800743103,-0.09607410430908203,0.6081784963607788,0.4533504247665405,-0.10096099227666855,0.4715707302093506,0.474536269903183,-0.02232949621975422,0.502425491809845,0.4562515616416931,-0.0744728222489357,0.575300931930542,0.49441206455230713,-0.08227165788412094,0.6246979832649231,0.5167644619941711,-0.07453558593988419,0.4631224572658539,0.5502632260322571,-0.026730621233582497,0.5112191438674927,0.5397548079490662,-0.07732129842042923,0.5866497159004211,0.5626901388168335,-0.0716705322265625,0.6364958882331848,0.5763818621635437,-0.05349051579833031,0.4672395884990692,0.6258794665336609,-0.03410858288407326,0.5114023685455322,0.6100038290023804,-0.07062725722789764,0.5743609070777893,0.6161335706710815,-0.0712883472442627,0.6131229400634766,0.6193476319313049,-0.06016560271382332"
000737.png,A,"0.6672913432121277,0.6986112594604492,-9.09652044356335e-07,0.6750304698944092,0.5683366060256958,-0.03209574520587921,0.626270055770874,0.43984588980674744,-0.04300902783870697,0.565024197101593,0.3791537284851074,-0.05195396766066551,0.5110070109367371,0.33331388235092163,-0.05761091783642769,0.5070757269859314,0.42104077339172363,-0.020624028518795967,0.5437695384025574,0.3806915283203125,-0.06546514481306076,0.5911222696304321,0.4426219165325165,-0.09772896766662598,0.6267297267913818,0.5050524473190308,-0.11227495968341827,0.4664791524410248,0.4712924063205719,-0.01669297181069851,0.5328090190887451,0.46573978662490845,-0.056896939873695374,0.5857611298561096,0.5364789366722107,-0.07248581200838089,0.6271418333053589,0.5893547534942627,-0.07453706115484238,0.44679826498031616,0.5321715474128723,-0.0195000059902668,0.5272403359413147,0.5416555404663086,-0.057393208146095276,0.5795730352401733,0.6033162474632263,-0.0608518011868,0.6172488927841187,0.6481330394744873,-0.05297798290848732,0.4420182704925537,0.598132848739624,-0.026184996590018272,0.5102196335792542,0.6092010140419006,-0.049352679401636124,0.561144232749939,0.6454789042472839,-0.050489649176597595,0.5929908752441406,0.6698967218399048,-0.04301059991121292"
